LATITUDE,LONGITUDE,FLOOR
4865004.30662438,-7639.80465000011,2
4865004.30662438,-7639.80465000011,2
4865004.30662438,-7639.80465000011,2
4865004.30662438,-7639.80465000011,2
4864983.7502,-7636.05721000023,1
4864980.05197,-7636.05721000023,1
4864988.92278,-7637.0821200002,1
4864996.13722,-7636.88407000005,1
4864998.37686,-7636.46025000028,1
4864995.75779,-7639.65782999992,1
4864997.85841,-7637.13406000026,2
4864995.19962,-7633.47030000053,1
4865003.73212571,-7638.41258000024,2
4864993.86901,-7637.02051999979,2
4864997.10699,-7632.42029000074,1
4864997.10699,-7632.42029000074,1
4864997.10699,-7632.42029000074,1
4865000.88472,-7632.42029000074,1
4864990.88002,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4864997.10699,-7633.63792000078,1
4864998.78570333,-7633.36486000083,1
4864998.78570333,-7633.36486000083,1
4864999.89401333,-7627.62644000053,1
4864987.81408867,-7632.31661000028,1
4864986.30214,-7626.7509600006,1
4864985.09412867,-7632.26023000032,1
4864994.36858867,-7633.4583700005,1
4864995.50798,-7627.62644000053,1
4864997.7793,-7633.3529300008,1
4864994.36226,-7633.4583700005,1
4864996.33566867,-7633.4583700005,1
4864997.15201,-7633.62599000074,1
4864994.61484,-7633.47030000053,1
4864978.35121,-7623.61647999957,1
4864992.01878,-7632.95292000026,1
4864998.99701333,-7632.49235000089,1
4864998.99701333,-7632.49235000089,1
4864990.56842,-7637.60960000046,2
4864990.03007333,-7638.00233999975,1
4864989.59912333,-7637.34561999962,1
4864986.03017818,-7634.86959000006,2
4864987.56017333,-7631.07294000015,1
4864999.37040333,-7633.01915000081,1
4864999.37040333,-7633.23178000078,1
4864998.78570333,-7633.2854300011,1
4865000.07343333,-7632.63781000078,1
4864991.04630333,-7632.25381000005,1
4864984.19299,-7627.13800000027,1
4864983.99277,-7624.40162000023,1
4864984.9887,-7631.16577000059,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4865000.32379333,-7633.26943000071,1
4865000.31894333,-7633.26943000071,1
4864997.10699,-7633.23178000078,1
4864994.85214,-7633.0522300005,1
4864995.40225,-7633.0522300005,1
4864997.08693,-7632.42029000074,1
4864999.76995,-7632.42029000074,1
4864996.55203,-7632.42029000074,1
4864996.92891,-7633.21985000074,1
4865004.26673867,-7628.09382000044,1
4865001.20663,-7632.88767000064,1
4865004.1194,-7632.88767000064,1
4865003.40175,-7632.88767000064,1
4865003.55404571,-7632.88767000064,1
4865003.55404571,-7638.24953000024,2
4865003.55404571,-7638.41316000037,2
4865003.76078571,-7638.24953000024,2
4865003.76078571,-7638.41316000037,2
4865003.76078571,-7639.11577000096,2
4865003.94284571,-7632.72669000067,1
4865003.93886571,-7638.41258000024,2
4864998.78570333,-7632.42029000074,1
4864999.12004333,-7633.2854300011,1
4864998.78570333,-7632.49235000089,1
4865000.98939333,-7632.59151000083,1
4865000.98939333,-7638.21410000064,1
4865000.98939333,-7638.38172000088,1
4865000.98939333,-7638.38172000088,1
4864998.78570333,-7633.23178000078,1
4864998.78570333,-7633.23178000078,1
4864998.60762333,-7637.56498000026,2
4864999.92112867,-7632.42029000074,1
4865000.31894333,-7637.20700999983,2
4864999.92112867,-7632.42029000074,1
4864996.68314867,-7627.62644000053,1
4865000.87987,-7639.16934000105,2
4864991.59814,-7637.66317000054,2
4864991.57763867,-7627.19634000026,1
4864993.08166867,-7637.81620000042,2
4864999.485382,-7627.62644000053,1
4864996.10865,-7633.06416000053,1
4864995.76117,-7633.06416000053,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7633.01915000081,1
4864998.78570333,-7632.42029000074,1
4864998.78570333,-7632.42029000074,1
4865000.31894333,-7632.42029000074,1
4864998.78570333,-7637.34778000005,2
4864998.53534333,-7632.42029000074,1
4865001.21371333,-7634.48245000057,1
4865000.40469333,-7634.48245000057,1
4865000.02915333,-7632.92625000142,1
4864997.66433333,-7633.01915000081,1
4864996.15564333,-7632.95019000061,1
4864997.61135333,-7633.2854300011,1
4864997.02665333,-7633.01237000115,1
4864997.30558333,-7637.96620000079,1
4865004.08184,-7638.68079000041,2
4865002.92951,-7638.62978000045,2
4865004.63716572,-7640.05839000009,2
4865003.85788571,-7638.68079000041,2
4865005.64484571,-7640.05839000009,2
4865003.26517571,-7638.62978000045,2
4865003.95459572,-7638.62978000045,2
4865003.95459572,-7638.62978000045,2
4865003.95459572,-7638.62978000045,2
4865003.95459572,-7638.62978000045,2
4865003.17531571,-7638.62978000045,2
4864996.92081905,-7637.99871000014,2
4865005.37802,-7636.24911999963,1
4865006.1573,-7636.03347999975,1
4865006.36404,-7635.72983999997,1
4865006.1573,-7636.24911999963,1
4865006.72605,-7641.03180000037,1
4865006.11982,-7641.03180000037,1
4865005.59738,-7640.37453000099,1
4865005.59738,-7640.37453000099,1
4865005.59738,-7640.37453000099,1
4865003.93862571,-7639.7353700012,1
4865003.93862571,-7639.54959000126,1
4865003.93862571,-7639.51305000149,1
4865004.92884571,-7641.03180000037,1
4865004.73807571,-7641.03180000037,1
4865005.51356571,-7641.03180000037,1
4865004.90733571,-7640.84602000043,1
4865004.73807571,-7640.84602000043,1
4865004.73807571,-7640.65226999968,1
4865004.73807571,-7640.46648999974,1
4865005.47608571,-7640.89731999934,1
4865007.73977572,-7640.59299999997,1
4865004.70059571,-7640.84602000043,1
4865005.47608571,-7641.02382999957,1
4865005.30682571,-7640.78675000072,1
4865002.98839583,-7639.58613000102,1
4865005.50726572,-7640.727480001,1
4865005.30682571,-7640.83804999962,1
4865005.30682571,-7640.727480001,1
4865007.73977572,-7640.66889000088,1
4865005.30682571,-7640.28936000019,1
4865006.25956571,-7640.41587000042,1
4865001.35107583,-7639.30042000152,1
4865002.65582333,-7639.66306000128,1
4865007.50399,-7640.47446000055,1
4865003.91711572,-7638.8660200011,1
4864974.2888,-7638.76686000116,1
4865003.91711572,-7639.30042000152,1
4865004.72378572,-7640.62370000072,1
4865004.91455571,-7640.43792000078,1
4865007.29725,-7640.53188000061,1
4865004.72378572,-7640.53373000026,1
4865004.86385,-7640.53188000061,1
4865004.25527,-7640.40537000038,1
4865004.25527,-7640.40537000038,1
4865004.18958,-7639.74918000102,1
4865003.99871,-7639.09758000039,1
4865003.36851333,-7639.06104000062,1
4865004.35873333,-7640.46279000044,1
4865002.79976333,-7638.48120000064,1
4865001.16244333,-7638.43162000068,1
4865001.16244333,-7638.8660200011,1
4865002.09429333,-7639.3147800006,1
4865001.28762333,-7638.80730000064,1
4865001.16244333,-7638.84384000041,1
4865001.28762333,-7638.46816000044,1
4865002.65582333,-7639.56780000106,1
4865001.28762333,-7639.11519000083,1
4865001.16244333,-7639.07865000106,1
4865002.53064333,-7639.44129000083,1
4865001.16244333,-7638.8660200011,1
4865000.66172333,-7639.07865000106,1
4865000.78690333,-7639.30097000077,1
4865001.16244333,-7639.30097000077,1
4865001.16244333,-7639.07865000106,1
4865001.03726333,-7639.07865000106,1
4865000.66172333,-7639.07865000106,1
4865001.16244333,-7639.07865000106,1
4865001.16244333,-7638.81155000106,1
4865001.16244333,-7638.59435000084,1
4865000.66172333,-7639.30097000077,1
4865000.78690333,-7639.07865000106,1
4865000.66172333,-7639.03387000077,1
4865003.023652,-7638.8660200011,1
4865001.63559,-7638.8660200011,1
4865001.543334,-7639.27940000109,2
4865001.543334,-7639.33297000118,2
4865001.543334,-7639.27940000109,2
4865001.543334,-7639.27940000109,2
4865002.911534,-7639.38654000126,2
4865004.27573,-7640.48338000067,1
4864999.15303333,-7638.18372000083,1
4864999.69462905,-7638.82618000098,1
4865000.25998333,-7638.69840000086,1
4864999.69462905,-7638.7857400015,1
4864999.08839905,-7639.17061000094,1
4864999.08839905,-7639.04795000143,1
4865000.58177905,-7639.53655000106,1
4865004.70059571,-7640.47446000055,1
4865004.70059571,-7640.53188000061,1
4865002.96865571,-7639.08322000131,1
4865005.30682571,-7640.91326000094,1
4865004.70059571,-7640.91326000094,1
4865005.30682571,-7640.91326000094,1
4865004.70059571,-7640.97253000066,1
4865004.70059571,-7640.80948000066,1
4865005.30682571,-7640.78675000072,1
4864999.19390905,-7638.66313000098,1
4864999.19390905,-7638.49551000074,1
4864999.19390905,-7638.49551000074,1
4864998.42385333,-7638.01610000059,1
4865005.87218,-7640.37453000099,1
4864999.75926333,-7638.01610000059,1
4865000.48867333,-7638.26400000043,1
4864999.93254333,-7638.01610000059,1
4865006.19009,-7640.20691000074,1
4865000.48867333,-7638.26400000043,1
4864998.99486333,-7638.13382000104,1
4864998.99486333,-7634.05653000064,1
4864998.99486333,-7633.17619000115,1
4864998.64621333,-7633.44925000109,1
4864997.09386905,-7633.17619000115,1
4864996.33611905,-7633.0267300006,1
4864995.59028905,-7638.04711000063,1
4864995.61885905,-7637.87241999954,1
4864988.11164,-7634.86959000006,2
4864995.61885905,-7637.87241999954,1
4864998.24903333,-7638.54290000051,1
4864995.59028905,-7633.1140100006,1
4864995.59028905,-7633.05935000069,1
4864999.90397333,-7633.09007000141,1
4864998.23074333,-7637.39879000001,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.78570333,-7637.34778000005,2
4864998.53534333,-7633.63792000078,1
4864994.85486571,-7637.28872999996,2
4865001.11302571,-7638.3005400002,2
4865004.15359571,-7638.3005400002,2
4865003.97551571,-7638.51774000041,2
4865001.41360571,-7638.51774000041,2
4865001.46837571,-7638.51774000041,2
4865003.97551571,-7638.51774000041,2
4865003.97551571,-7638.3005400002,2
4865003.97551571,-7638.51774000041,2
4865003.97551571,-7638.51774000041,2
4865003.97551571,-7639.11577000096,2
4865000.23010571,-7638.0898900006,2
4865004.30662438,-7639.64160000011,2
4865000.06716571,-7638.0898900006,2
4865003.55404571,-7639.11577000096,2
4865003.55404571,-7638.24953000024,2
4865003.55404571,-7639.11577000096,2
4865003.55404571,-7638.41316000037,2
4865000.69155571,-7637.42421000004,2
4865003.55404571,-7639.16934000105,2
4865003.73212571,-7632.45757000037,1
4864983.51724,-7631.1631099999,1
4864982.98842,-7624.10863999911,1
4864983.31962,-7624.45800000019,1
4864996.53357905,-7632.42029000074,1
4864995.97861905,-7632.42029000074,1
4864996.74139905,-7632.41085000038,1
4864996.74139905,-7632.41085000038,1
4864996.15669905,-7632.68391000032,1
4864996.76675333,-7633.23178000078,1
4864998.78570333,-7637.39879000001,2
4864983.7502,-7630.10380999967,1
4864985.22318,-7631.71013999991,1
4864999.54266333,-7637.04460000061,1
4864995.88991333,-7633.12347999997,1
4864997.392062,-7632.06542000026,1
4864999.76883333,-7633.00722000077,1
4864998.23074333,-7633.01915000081,1
4864982.64809,-7622.35996999927,1
4864998.23074333,-7633.01915000081,1
4864983.31962,-7632.06226000004,1
4864983.90432,-7632.32854000032,1
4864983.43068,-7628.03715000041,1
4864988.85201333,-7631.27853000052,1
4864997.04368333,-7632.99030000046,1
4865000.30377,-7638.83319000043,1
4864995.99707,-7632.42029000074,1
4864983.31962,-7632.06226000004,1
4864997.65788333,-7633.63792000078,1
4864985.92336,-7632.05033,1
4864997.47868333,-7627.37544000074,1
4864993.16997333,-7638.01637000032,2
4865002.76738,-7639.33239000104,2
4865003.12273,-7633.67883000076,1
4865005.2145,-7633.15684000068,1
4865002.43618,-7633.3574300006,1
4865005.27021572,-7639.80465000011,2
4865002.82309571,-7639.33239000104,2
4865006.7893,-7633.42884000056,1
4865004.34218,-7641.42190000117,1
4865006.7893,-7639.80465000011,2
4865005.07313,-7639.64160000011,2
4865007.34426,-7635.63664840609,2
4865004.89714,-7639.80465000011,2
4865007.34426,-7635.4229284063,2
4865005.2145,-7639.59093000032,2
4865004.89714,-7639.59093000032,2
4865006.38066867,-7639.59093000032,2
4865007.83799,-7635.4229284063,2
4865007.83799,-7635.4229284063,2
48650007.9200,-7633.04739000052,1
4864964.95461964,-7622.46920000128,1
4864976.80174,-7625.20316999927,1
4864968.53687,-7623.23263000138,1
4864976.85762,-7624.16600999981,1
4864975.00465,-7622.26176000126,1
4864972.14607,-7623.23263000138,1
4864975.37600867,-7620.56662000082,1
4864976.54199,-7620.4687099997,1
4864974.35462,-7619.99105000086,1
4864977.00413,-7622.29763999954,1
4864976.27076167,-7622.88404000066,1
4864972.4605353,-7622.46920000128,1
4864977.98154291,-7617.07259999961,1
4864977.98154291,-7617.07259999961,1
4864976.61822727,-7626.08038000055,1
4864976.71019909,-7626.08038000055,1
4864975.44074291,-7625.21325000077,1
4864977.03958291,-7622.12061000057,1
4864980.1072318,-7616.71769999973,1
4864970.2393741,-7642.26694000065,1
4864971.49380277,-7642.26694000065,1
4864971.49380277,-7642.26694000065,1
4864970.2393741,-7642.26694000065,1
4864971.15819277,-7642.26694000065,1
4864967.7425141,-7642.26694000065,1
4864969.52870572,-7642.26694000065,1
4864969.52870572,-7642.26694000065,1
4864969.52870572,-7642.26694000065,1
4864983.66869291,-7632.35342999995,1
4864964.16743308,-7642.26694000065,1
4864962.50810727,-7642.30187000036,1
4864962.32782727,-7642.30187000036,1
4864958.84931037,-7642.30187000036,1
4864971.77048577,-7642.30187000036,1
4864962.64359323,-7642.30187000036,1
4864967.7987023,-7641.11824000031,1
4864989.0412818,-7642.30187000036,1
4864978.39551182,-7641.56821000055,1
4864978.75290182,-7635.6026100006,1
4864989.01552046,-7636.05201000012,1
4864985.8721218,-7633.4317900002,1
4865005.96760867,-7637.93508000076,1
4865002.07805,-7636.05201000012,1
4865001.93128,-7636.05201000012,1
4865000.26194,-7636.05201000012,1
4865000.26194,-7636.05201000012,1
4865003.74330867,-7636.05201000012,1
4865005.96760867,-7637.93508000076,1
4865000.26194,-7636.05201000012,1
4864999.70698,-7641.64817000069,1
4864999.50941,-7635.6026100006,1
4864993.27132,-7635.6026100006,1
4865002.84809,-7635.6026100006,1
4864993.07375,-7635.6026100006,1
4864993.07375,-7641.48055000044,1
4865002.35436,-7635.6026100006,1
4865002.35436,-7635.6026100006,1
4865002.90932,-7635.6026100006,1
4865002.90932,-7639.36180000082,1
4864949.7757509,-7642.71705000028,1
4864997.27058,-7639.31222000085,1
4864950.00079361,-7643.08826000057,1
4864949.8861709,-7635.37791000083,1
4864950.1069782,-7635.37791000083,1
4864955.40133858,-7638.91990000084,1
4864955.40133858,-7634.19428000078,1
4864955.41037733,-7634.19428000078,1
4864955.41037733,-7634.19428000078,1
4864953.40126604,-7636.36659000069,1
4864955.40004733,-7634.19428000078,1
4864950.12950323,-7635.37791000083,1
4864950.00036078,-7636.56154000089,1
4864949.99619754,-7636.56154000089,1
4864950.21362239,-7636.56154000089,1
4864951.74678605,-7635.37791000083,1
4864949.89044969,-7636.56154000089,1
4864951.74678605,-7635.37791000083,1
4864951.7399281,-7643.85827000141,1
4864951.85175477,-7643.85827000141,1
4864964.10410291,-7644.91044000089,1
4864962.12779462,-7645.10539000109,1
4864962.51052462,-7644.7154900007,1
4864955.24660366,-7644.11671000123,1
4864954.74434195,-7644.11671000123,1
4864954.4070658,-7644.11671000123,1
4864956.69920697,-7643.98525000066,1
4864954.48143727,-7643.12572000064,1
4864954.84287061,-7640.20567000024,1
4864954.23856727,-7641.3893000003,1
4864954.74434195,-7636.8199800007,1
4864950.21257484,-7643.85827000141,1
4864950.33590689,-7643.66332000122,1
4864948.79415677,-7643.66332000122,1
4864949.28492492,-7643.66332000122,1
4864948.70188684,-7642.10371999964,1
4864949.30111499,-7643.92176000103,1
4864949.20647627,-7643.92176000103,1
4864949.20647627,-7643.92176000103,1
4864949.20647627,-7643.92176000103,1
4864953.17654747,-7635.44645999968,2
4864952.54842876,-7634.86838000007,1
4864953.08190876,-7634.86838000007,1
4864951.20460162,-7634.41898000054,1
4864951.31461425,-7635.44645999968,2
4864951.21997553,-7634.86838000007,1
4864949.02081553,-7634.41898000054,1
4864948.85565553,-7635.44645999968,2
4864953.83577747,-7635.1909299992,2
4864951.31461425,-7635.44645999968,2
4864948.95029425,-7635.44645999968,2
4864948.85565553,-7635.44645999968,2
4864948.85565553,-7634.6436800003,1
4864948.85565553,-7637.60866000019,2
4864948.85565553,-7637.60866000019,2
4864948.85565553,-7644.11671000123,1
4864948.85565553,-7637.60866000019,2
4864948.78513425,-7637.60866000019,2
4864948.69092836,-7637.60866000019,2
4864949.98817707,-7636.19019999988,2
4864950.30926316,-7635.44645999968,2
4864949.97280316,-7643.85827000141,1
4864949.80764316,-7637.60866000019,2
4864948.66079316,-7637.60866000019,2
4864949.97280316,-7644.11671000123,1
4864951.74570316,-7643.85827000141,1
4864949.99257316,-7643.85827000141,1
4864949.89793444,-7643.85827000141,1
4864951.62512836,-7643.85827000141,1
4864950.00794707,-7643.85827000141,1
4864950.34440707,-7643.85827000141,1
4864950.23457425,-7643.85827000141,1
4864950.23457425,-7643.85827000141,1
4864950.34397425,-7643.85827000141,1
4864950.34397425,-7643.85827000141,1
4864950.23457425,-7643.85827000141,1
4864950.23457425,-7643.85827000141,1
4864950.13993553,-7643.85827000141,1
4864950.13993553,-7643.85827000141,1
4864950.23457425,-7643.85827000141,1
4864950.24933553,-7643.85827000141,1
4864949.15726906,-7642.12969000079,2
4864949.15726906,-7643.11780000106,2
4864950.00077697,-7641.14158000052,2
4864948.45644906,-7643.11780000106,2
4864948.38320367,-7642.75205999985,1
4864950.09140549,-7643.85827000141,1
4864951.15404549,-7643.85827000141,1
4864949.99676677,-7643.85827000141,1
4864947.39380906,-7642.12969000079,2
4864950.21462444,-7634.19428000078,1
4864949.3157637,-7638.34123999998,2
4864950.21462444,-7634.19428000078,1
4864950.30926316,-7634.94655999914,2
4864950.30926316,-7634.19428000078,1
4864950.30926316,-7634.94655999914,2
4864950.30926316,-7634.94655999914,2
4864950.23439444,-7634.19428000078,1
4864950.23439444,-7634.19428000078,1
4864950.32903316,-7634.19428000078,1
4864949.12092748,-7636.32605999932,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.10555356,-7635.44645999968,2
4864949.12092748,-7635.44645999968,2
4864950.432483,-7634.19428000078,1
4864948.11758748,-7635.20208999962,2
4864948.00921708,-7635.20208999962,2
4864949.12092748,-7634.94655999914,2
4864949.10555356,-7635.1909299992,2
4864949.12092748,-7635.1909299992,2
4864949.12092748,-7635.1909299992,2
4864949.12092748,-7635.1909299992,2
4864949.12092748,-7635.1909299992,2
4864949.12092748,-7635.1909299992,2
4864949.12092748,-7634.94655999914,2
4864949.12092748,-7635.1909299992,2
4864947.50639748,-7634.94655999914,2
4864950.43291582,-7634.94655999914,2
4864949.82172582,-7634.94655999914,2
4864949.82172582,-7634.94655999914,2
4864950.43291582,-7634.94655999914,2
4864948.11758748,-7634.94655999914,2
4864949.62047748,-7635.1909299992,2
4864950.43291582,-7634.94655999914,2
4864950.43291582,-7636.36501999944,2
4864950.30926316,-7636.36501999944,2
4864950.30926316,-7636.36501999944,2
4864956.20550708,-7636.36501999944,2
4864956.20550708,-7636.36501999944,2
4864954.35141855,-7638.34123999998,2
4864954.35141855,-7637.35312999971,2
4864954.4596973,-7637.35312999971,2
4864948.5788273,-7637.35312999971,2
4864948.5788273,-7638.34123999998,2
4864948.5788273,-7638.34123999998,2
4864948.04940462,-7643.11780000106,2
4864948.05133855,-7643.11780000106,2
4864948.5788273,-7638.34123999998,2
4864948.7965977,-7638.34123999998,2
4864948.68606229,-7642.75205999985,1
4864948.59730024,-7642.10371999964,1
4864947.76695984,-7642.55710999966,1
4864947.86159855,-7643.99917999953,1
4864947.76695984,-7643.54578999951,1
4864947.98565579,-7643.01049999967,1
4864947.87728539,-7646.36561999954,1
4864950.23742017,-7635.37791000083,1
4864947.86980817,-7645.91222999953,1
4864952.17088747,-7644.90962000079,1
4864952.17088747,-7644.90962000079,1
4864952.17088747,-7644.90962000079,1
4864948.25623895,-7645.91222999953,1
4864949.47187876,-7647.27688000091,1
4864947.37472199,-7643.54578999951,1
4864947.72225074,-7646.44751999937,1
4864946.98932239,-7646.44751999937,1
4864946.88069848,-7643.2873499997,1
4864948.0605272,-7635.18296000063,1
4864948.65254397,-7635.18296000063,1
4864947.45787663,-7635.4076600004,1
4864947.47204114,-7635.4076600004,1
4864947.36323792,-7640.57316000052,1
4864948.23552792,-7635.4076600004,1
4864948.33016663,-7635.4076600004,1
4864955.30466792,-7635.6026100006,1
4864956.96095428,-7634.41898000054,1
4864956.96095428,-7634.41898000054,1
4864954.83061428,-7634.41898000054,1
4864954.83061428,-7634.41898000054,1
4864951.11376792,-7635.6026100006,1
4864952.77005428,-7634.41898000054,1
4864954.83061428,-7634.41898000054,1
4864949.63747876,-7634.41898000054,1
4864951.25200876,-7634.41898000054,1
4864951.08008428,-7634.41898000054,1
4864950.32299484,-7634.19428000078,1
4864950.21257484,-7634.19428000078,1
4864950.32299484,-7634.19428000078,1
4864950.21257484,-7640.76811000072,1
4864948.55628848,-7643.75284000039,1
4864948.66568848,-7641.75679000057,1
4864950.21257484,-7634.19428000078,1
4864950.21257484,-7640.76811000072,1
4864950.21257484,-7634.19428000078,1
4864950.32359162,-7634.19428000078,1
4864950.21257484,-7634.19428000078,1
4864950.32299484,-7634.19428000078,1
4864950.32299484,-7635.37791000083,1
4864950.32299484,-7635.37791000083,1
4864950.34293484,-7635.37791000083,1
4864950.43757356,-7635.37791000083,1
4864950.21920033,-7635.37791000083,1
4864943.77638356,-7636.47592999935,2
4864943.77638356,-7636.47592999935,2
4864943.77638356,-7636.47592999935,2
4864949.10555356,-7634.94655999914,2
4864921.52543637,-7638.56567014381,2
4864921.52543637,-7635.75586999916,2
4864943.77638356,-7636.47592999935,2
4864949.10555356,-7634.94655999914,2
4864921.52543637,-7635.75586999916,2
4864921.52543637,-7635.75586999916,2
4864944.79532162,-7635.63635000065,1
4864944.41207034,-7634.94655999914,2
4864944.78039034,-7634.94655999914,2
4864944.41207034,-7634.94655999914,2
4864944.44393034,-7634.41898000054,1
4864949.285633,-7634.41898000054,1
4864949.19099428,-7634.19428000078,1
4864949.19099428,-7634.41898000054,1
4864949.19142711,-7634.41898000054,1
4864949.73209582,-7634.19428000078,1
4864949.73209582,-7634.19428000078,1
4864950.43291582,-7634.19428000078,1
4864949.28606582,-7634.19428000078,1
4864949.19142711,-7634.19428000078,1
4864950.43291582,-7635.20208999962,2
4864950.43291582,-7634.19428000078,1
4864950.43291582,-7634.19428000078,1
4864949.19142711,-7634.19428000078,1
4864948.32131711,-7634.19428000078,1
4864948.32131711,-7634.19428000078,1
4864948.41595582,-7635.20208999962,2
4864946.50487946,-7638.34123999998,2
4864946.50487946,-7639.75970000029,2
4864946.50487946,-7639.75970000029,2
4864948.86198582,-7637.35312999971,2
4864948.86198582,-7637.35312999971,2
4864949.73209582,-7637.35312999971,2
4864947.51567855,-7643.11780000106,2
4864947.25273464,-7641.14158000052,2
4864947.51567855,-7642.12969000079,2
4864938.05579,-7650.42225999981,1
4864943.63704424,-7649.16560000032,1
4864936.59439,-7653.09476000071,1
4864942.36377,-7651.76313000061,1
4864944.6474,-7649.7892300006,1
4864939.03474171,-7652.50938000083,1
4864939.78583172,-7652.94067000113,1
4864940.820114,-7655.07190000042,1
4864938.36685,-7651.85599999987,1
4864938.315474,-7655.15062000044,1
4864940.777124,-7655.48488999978,1
4864937.72427,-7653.95747999996,1
4864935.41096907,-7659.5425499998,1
4864934.99411,-7658.39511999972,1
4864940.32288,-7654.50584000051,1
4864939.49365,-7654.68762000054,1
4864939.93606,-7651.84822000116,1
4864938.34203,-7651.32435000166,1
4864938.34203,-7650.80495000146,1
4864937.29613,-7650.16560000181,1
4864940.02583,-7651.14257000163,1
4864942.01437785,-7653.19382000044,1
4864942.01437785,-7651.78114000037,1
4864943.10774784,-7648.1886300005,1
4864942.01437785,-7649.14988000095,1
4864942.01437785,-7648.1886300005,1
4864942.01437785,-7648.91167000011,1
4864944.18353229,-7648.91167000011,1
4864944.18353229,-7648.91167000011,1
4864944.18353229,-7650.5122700002,1
4864944.75851053,-7648.3880900003,1
4864946.08514319,-7648.64202000052,1
4864947.83927554,-7646.57453000024,1
4864944.31221077,-7648.3880900003,1
4864944.66550077,-7648.3880900003,1
4864944.66550077,-7647.93470000029,1
4864945.1700902,-7647.93470000029,1
4864945.85381343,-7647.93470000029,1
4864945.85381343,-7647.93470000029,1
4864947.46859787,-7643.2873499997,1
4864945.60023733,-7647.17290999964,1
4864945.76539733,-7647.17290999964,1
4864945.76352559,-7647.17290999964,1
